Hairy Lemon;http://www.hostelworld.com/hosteldetails.php/Hairy-Lemon/Saranda/28488;["E Arberit Street", "8th floor", "Saranda", "Albania"];89;191;19th Oct 2013;If Heaven were a hostel, Sarandas Hairy Lemon Hostel would be it! Our accommodation is set in a modern apartment building, that's so central. Just a few minutes walk and you're bang, smack in the middle of where its at. And should you need to cool off, we're just 20 metres from the sea. Tastefully stylish throughout, with a chill-out area to meet everyone and hear tales of... well, nearly truths. Relax on one of our balconies and make sure the sun goes down! Enjoy the stunning views across the sea to the beautiful island of Corfu, the perfect place to unwind and round off a splendid day of adventure. We have the comfiest hand-crafted beds, so gooood only the smell of freshly brewed coffee could tempt you from your cocoon! All excuses aside, we have a fully equipped self-catering kitchen, where you can show off your gastronomical delights! And a barbeque spot, especially for seafood hotties. We're a small, cosy hostel, perfect for single travellers, couples and groups to mix and mingle with our friends from around the globe. Check out our fabulous Events Guide!! We have loads of fun evenings and activities planned for you at 'The Most Happening Hostel in Saranda!!! Our Activity Evenings! Our hot favourite Beach BBQ night!!! Come and enjoy some succulent, local fish on our nearby beach! Spot surprises for those who can play the guitar, try and sing or even give us a jig!! Don't forget your bikini!! Home-made Albanian Cuisine & Movie Night! Like to learn how to cook some delicious, vegetarian local cuisine?? We will show you how! And after our dinner party, why not choose a movie from our huge collection! Free walking Tour to 'Lekursi Castle', Ali Pasha's Old Prison and Look-Out Point! Stunning Views! Get the best vista to enjoy the last rays of Sun* [It's all uphill, of course... but well worth the effort! Optional, a traditional meal in Saranda after the walk... dinner from 1.50 Euro!! *Live, Traditional Albanian Music Nightly in Summer! Saranda Hold'em Poker Night! We have the hottest 'Poker Ace', this side of the Balkans! So get your chips on the table... but don't get burnt in the bubble! 'Strip Poker', at your own risk! But... at least you won't feel too cold here!! Should you request a particular event, we'll do our best to accommodate you! *Please Note: These event evenings are only possible outside peak season (July/August/September 15th incl. is peak season). We need at least 5 guests in order to hold the activity evenings. However, should you request a particular event we will do our best to accommodate! We offer the 'BEST VALUE' in Saranda, so come and have a look before accepting other accommodation offers. So what are you waiting for? Get yourself booked in now as unavailability may disappoint! Please contact us after having made the booking if you have any questions. If you wish to cancel you must do so at least 24 hours before your arrival time. Failure to do so with result in your credit card being charged for the first nights accommodation.;;["Adaptors", "Bicycle Hire", "Board games", "Book Exchange", "Breakfast Included", "Common Room", "Currency Exchange", "Elevator", "Free City Maps", "Free Internet Access", "Free Parking", "Free WiFi", "Hairdryers", "Hot Showers", "Internet Access", "Kitchen", "Laundry Facilities", "Lockers", "Luggage Storage", "Mini-Supermarket", "Outdoor Terrace", "Tea/Coffee Making Facilities", "Tours/Travel Desk"]
Porto Eda Hotel;http://www.hostelworld.com/hosteldetails.php/Porto-Eda-Hotel/Saranda/19705;["Rr. 1 maj", "Lagjia 1", "Saranda", "Albania"];88;14;12th Jul 2013;The hotel is situated in the center of the city, facing the sea and the boulevard of the city. From the balcony of the rooms can be seen the old port of Saranda.   The hotel has at your service 24 rooms equipped with all the luxury needed, and one Royal Suit. Nearby the hotel are situated the most important entertainment and necessity complexes of Saranda, for example the postal service, main road, the disco, bars, restaurants, beach etc. The position of the hotel makes it accessible and comfortable for all kind of travel, from tropical or winter vacations to business stays. Wherever you are staying, your view will be magnificent, something worth waking up for! The beautiful city, the azure Jonian Sea or a combination of the two. The beautiful earth and sea combination colour schemes create a very comfortable and equally relaxing bedroom environment. All the necessary amenities are provided and a warm welcome is extended.;;["24 Hour Reception", "Air Conditioning", "Bar", "Breakfast Included", "Café", "Elevator", "Free Internet Access", "Free Parking", "Housekeeping", "Internet Access", "Minibar", "Parking", "Restaurant"]
Nertili Hotel;http://www.hostelworld.com/hosteldetails.php/Nertili-Hotel/Saranda/59474;["Rr Nacionale Sarand-Butrint km", "Saranda", "Albania"];0;0;;Hotel Nertili is an excellent choice for your stay in Saranda. It's location on the bay, quality of stay, and atmosphere will be a highlight of your trip. On the lower side of the Corfu Bay, Nertili offers a private beach to its guests, complete with a lively bar and lounge area on the water. It is no wonder that Hotel Nertili in Saranda is chosen for events and occasions such as wedding celebrations. The hotel offers high quality and comfort, with a first-class restaurant in the terrace overlooking the water. Its 25 rooms are all equipped with air conditioning, balconies, television and private bathrooms with showers. A great place to relax and enjoy the Mediterranean seaside atmosphere. Services: Breakfast Area, Main Bar, Restaurant anquet Facilities, Garden,24 Hours Reception, Business Services, Doctor On Call, Fax/Photocopying, Free Parking, Internet Corner, Laundry Service, Private Parking, Safe, Telephone, Wake up calls, Wi-Fi Internet Access. Please note, we have a 21 day Cancellation Policy. A pre-payment is also required. In case of cancellations with lesser notice or no-show, 100% of the cost will be charged. Once you have confirmed your booking the hotel will preauthorize your card for the balance due. In the unlikely event that your card cannot be preauthorized for the remaining amount you will receive an email notifying you of this. You must reply to this notification with valid credit card details within 3 days.  Failure to do so may result in cancellation of your booking.  Please note that your card will be charged the full amount 21 days prior to arrival date and the charge will appear on your card as Travelmed Hotels Group. Check in: 13:00  Check out: 11:00;Check in: 13:00  Check out: 11:00;["24 Hour Reception", "24 Hour Security", "Bar", "Breakfast Included", "Cable TV", "Café", "Currency Exchange", "Direct Dial Telephone", "Fax Service", "Free Parking", "Housekeeping", "Internet Access", "Laundry Facilities", "Lounge", "Restaurant", "Safe Deposit Box"]
Hotel Vila Duraku;http://www.hostelworld.com/hosteldetails.php/Hotel-Vila-Duraku/Saranda/75804;["Sarande/Ish Hotel Turizmi", "Saranda", "Albania"];0;0;;Vila Duraku Hotel in Saranda is a modern hotel, ex 'Turizmi' during communist regime.  The hotel stands out in Saranda because of its particular design features. The modern architecture has preserved the characteristics of this part of the Mediterranean offering an elegant temple shaped, lower floor, light colored. The interior of this stylish hotel has spacious corridors paved in marble and with elegant and spacious rooms offering high standards. The restaurant follows the open space concept with fully transparent glass panels overlooking the swimming pool situated among the trees in the back yard of the vila. Vila Duraku has 28 rooms, modern furnished rooms ll rooms have air condition, satellite Television. Hotel facilities: Restaurant, Bar, 24-Hour Front Desk, Elevator, Safety Deposit Box, Heating, Currency Exchange, Internet access, Room Service, Parking, Laundry, Dry Cleaning, Outdoor Swimming Pool, Fax/Photocopying, Tour Desk, Luggage Storage, Meeting/Banquet Facilities, Breakfast in the Room, Ironing Service, Non-Smoking Rooms, Air-conditioning. Please note: Check in time: 14:00 Check out time: 10:00 Cancellation Policy: 7 days.  You have up to 7 days prior to arrival to cancel the reservation without charge. If the reservation is cancelled within 7 days prior to arrival you will be charged 1 night stay. Same day cancellations, no shows or early check out will result in 1 night charge. Credit Cards Accepted. Breakfast Included. Taxes included. Provided credit card will be pre-authorized (checked for validity) for the remaining amount at the time of the booking, and charged on arrival date by Click and Book Travel.;Please note: Check in time: 14:00 Check out time: 10:00  Cancellation Policy: 7 days.  You have up to 7 days prior to arrival to cancel the reservation without charge. If the reservation is cancelled within 7 days prior to arrival you will be charged 1 night stay. Same day cancellations, no shows or early check out will result in 1 night charge.  Credit Cards Accepted. Breakfast Included. Taxes included.  Provided credit card will be pre-authorized (checked for validity) for the remaining amount at the time of the booking, and charged on arrival date by Click and Book Travel.;["24 Hour Reception", "Air Conditioning", "Bar", "Breakfast Included", "Cable TV", "Currency Exchange", "Elevator", "Fax Service", "Free City Maps", "Hairdryers", "Housekeeping", "Internet Access", "Laundry Facilities", "Lounge", "Luggage Storage", "Meeting Room", "Outdoor Swimming Pool", "Parking", "Restaurant", "Safe Deposit Box", "Swimming Pool", "Tours/Travel Desk", "Child Friendly", "Taxes Included"]
Seaside - Saranda;http://www.hostelworld.com/hosteldetails.php/Seaside-Saranda/Saranda/59469;["2nd Km Butrinti-Saranda Road", "Saranda", "Albania"];91;1;21st Jul 2013;Located in a yet unspoiled bay of the Mediterranean, Hotel Seaside is an oasis of beauty in one of the most attractive areas of Saranda, a city with no winters in Southern Albania where man and nature melt together in perfect harmony. Seaside Hotel is completely refurbished on the verge of this tourist season. Very elegant and stylish the hotel offers a delightful stay to everyone who appreciates relaxation, amusement and natural marvels. With a total capacity of 70 customers the hotel has 29 rooms and suites. The panoramic elevator will take you to the spectacular terrace where you will find the 'Skea' Bar and 'Junia Rufina' open air Restaurant. Guarantied 24 hours parking for the hotel clients. 'Junia Rufina open air restaurant on the terrace of the hotel is a great place to enjoy the fresh breeze of the Ionian Sea while you taste delicious Mediterranean specialties and delicacies. Here you will find a rich menu of appetizers, traditional side dishes and Albanian gastronomy cooked for you with great mastery and passion by our chef. Please note, we have a 21 day Cancellation Policy. A pre-payment is also required. In case of cancellations with lesser notice or no-show, 100% of the cost will be charged. Once you have confirmed your booking the hotel will preauthorize your card for the balance due. In the unlikely event that your card cannot be preauthorized for the remaining amount you will receive an email notifying you of this. You must reply to this notification with valid credit card details within 3 days.  Failure to do so may result in cancellation of your booking.  Please note that your card will be charged the full amount 21 days prior to arrival date and the charge will appear on your card as Travelmed Hotels Group. Check in: 13:00  Check out: 11:00;Check in: 13:00  Check out: 11:00;["24 Hour Reception", "Air Conditioning", "Airport Transfers", "Bar", "Breakfast Included", "Cable TV", "Currency Exchange", "Direct Dial Telephone", "Elevator", "Fax Service", "Free Internet Access", "Free Parking", "Free WiFi", "Internet Access", "Laundry Facilities", "Lounge", "Luggage Storage", "Restaurant", "Safe Deposit Box", "Tours/Travel Desk", "Child Friendly", "Credit Cards Accepted", "Taxes Included"]
Bahamas Resort;http://www.hostelworld.com/hosteldetails.php/Bahamas-Resort/Saranda/75806;["Zona Turizem", "Kanali Cukes", "Saranda", "Albania"];0;0;;Hotel Bahamas is positioned in one of the most beautiful touristic areas of Saranda, where you will find everything you might need for relaxing holidays by the sea. Hotel Bahamas with variety ambiance to make your holidays unforgettable.  You can choose between indoor and outdoor bar, where azure of sea and green color of flower are combined in perfect way. While you're relaxing you can enjoy even the marvelous panorama that offer this room with water scape odern restaurant with fresh products where you will taste Italian and combined cuisine, a wide range of wines, product exhibitor. All the rooms are equipped with conditioned air, hair dryer, shower, cable TV, internet access, etc. and also with a great view from the balcony. Outside you can enjoy the outdoor swimming pool, the playground, the sports fields and of course, the private beach where an umbrella is made just for you.  In the bars and restaurants you will find great service and menus. Dont miss this wonderful chance to visit the Albanian Bahamas where you can spend the best time of your life. Hotel facilities: Restaurant, Bar, 24-Hour Front Desk, Newspapers, Rooms/Facilities for Disabled Guests, Elevator, Safety Deposit Box, Currency Exchange, Room Service, Internet access, Parking, Laundry, Dry Cleaning, Outdoor Swimming Pool, Fax/Photocopying, Tour Desk, Luggage Storage, Meeting/Banquet Facilities, Souvenirs/Gift Shop, Meeting/Banquet Facilities, Non-Smoking Rooms, Air-conditioning Please note: Check in time: 14:00 Check out time: 10:00 Cancellation Policy: 7 days  You have up to 7 days prior to arrival to cancel the reservation without charge. If the reservation is cancelled within 7 days prior to arrival you will be charged 1 night stay. Same day cancellations, no shows or early check out will result in 1 night charge. Credit Cards Accepted. Breakfast Included. Taxes included.;Please note: Check in time: 14:00 Check out time: 10:00  Cancellation Policy: 7 days  You have up to 7 days prior to arrival to cancel the reservation without charge. If the reservation is cancelled within 7 days prior to arrival you will be charged 1 night stay. Same day cancellations, no shows or early check out will result in 1 night charge.  Credit Cards Accepted. Breakfast Included. Taxes included.  Provided credit card will be pre-authorized (checked for validity) for the remaining amount at the time of the booking, and charged on arrival date by Click and Book Travel.;["24 Hour Reception", "Air Conditioning", "Bar", "Breakfast Included", "Cable TV", "Currency Exchange", "Elevator", "Fax Service", "Free City Maps", "Hairdryers", "Housekeeping", "Internet Access", "Laundry Facilities", "Lounge", "Luggage Storage", "Meeting Room", "Outdoor Swimming Pool", "Parking", "Restaurant", "Safe Deposit Box", "Swimming Pool", "Tours/Travel Desk", "Wheelchair Accessible", "Child Friendly", "Taxes Included"]
Hostel Mi Casa es Tu Casa;http://www.hostelworld.com/hosteldetails.php/Hostel-Mi-Casa-es-Tu-Casa/Shkoder/75143;["Lagja Vasil Shanto Ruga Bulevardi Skenderbeu", "Shkoder CP 4000", "Shkoder", "Albania"];97;43;30th Jan 2014;We have reconstructed an old house in the center of Shkodra by using objects from grand grandparents and parents making it a very comfortable and cozy and at the same time semi traditional. Our staff will make to feel you like home. Welcome. Please note: Cancellation Policy: 2 days before the arrival Method of Payment upon the arrival: Cash only Check in at 11:00 am and  Check out at 12:00am Breakfast is included.  Taxes are included.;Please note: Cancellation Policy: 2 days before the arrival Method of Payment upon the arrival: Cash only  Check in at 11:00 am and  Check out at 12:00am  Breakfast is included.  Taxes are included.;["24 Hour Reception", "24 Hour Security", "Bar", "Bicycle Hire", "Bicycle Parking", "Board games", "Book Exchange", "Breakfast Included", "Cafe", "Ceiling Fan", "Common Room", "Free City Maps", "Free Internet Access", "Free WiFi", "Hairdryers For Hire", "Hot Showers", "Internet Access", "Key Card Access", "Kitchen", "Laundry Facilities", "Linen Included", "Lockers", "Luggage Storage", "Meeting Room", "Outdoor Terrace", "Parking", "Safe Deposit Box", "Tea/Coffee Making Facilities", "Tours/Travel Desk", "Towels Included", "Washing machine", "Child Friendly", "Credit Cards Not Accepted", "Lockout", "Non Smoking", "Pet Friendly", "Taxes Included"]
Florian Shkodra Guesthouse;http://www.hostelworld.com/hosteldetails.php/Florian-Shkodra-Guesthouse/Shkoder/46642;["Reparti Ushtarak", "Shtoj i Ri", "Shkoder", "Albania"];94;69;17th Mar 2014;Our home is a small family run B&B/Guest House and is located amongst orchards and vineyards. It’s a 5 to 10 minute walk to the center of Shkoder. Breakfast is included, lunch and dinner are offered for €4 each. We serve vegetarian Albanian cuisine made from organic food farmed in our own garden. You can also help yourself to the fruit and vegetables in our orchards and gardens. If you’re planning on visiting the Albanian Northern Alps, or maybe extending your journey over to Montenegro, Shkoder is an essential stop along the way. We think you’ll enjoy exploring the area, always welcomed and assisted by its people in more languages than you’d expect. On request, we offer horse-riding tours or we can organize tours to the nearby mountains, rivers, lakes, sea, museums, castles and different historical places in the countryside. We can also organize discount transportation to Montenegro.;;["24 Hour Reception", "Air Conditioning", "Airport Transfers", "Bar", "BBQ", "Bicycle Hire", "Bicycle Parking", "Book Exchange", "Breakfast Included", "Cable TV", "Card Phones", "Cots available", "Currency Exchange", "Free City Maps", "Free Internet Access", "Free Parking", "Free WiFi", "Housekeeping", "Internet Access", "Kitchen", "Laundry Facilities", "Lounge", "Luggage Storage", "Meals available", "Outdoor Terrace", "Parking", "Restaurant", "Tea/Coffee Making Facilities", "Towels Included", "Wheelchair Accessible", "Child Friendly", "Credit Cards Not Accepted", "Pet Friendly", "Taxes Included"]
Lake Shkodra Resort;http://www.hostelworld.com/hosteldetails.php/Lake-Shkodra-Resort/Shkoder/73684;["Rruga E Liqenit", "Grile / Omaraj", "Shkoder", "Albania"];97;2;2nd Sep 2013;We have a mixture of accommodation available, ranging from our luxury log cabin, our bell tent hotel room to our standard tents available to rent. Our beach front restaurant and bar specializes in grilled meats, seafood, pizzas and home grown vegetables.  Free on-site facilities for campers and log cabin guests include; Wi-Fi, sun beds & umbrellas, children's play area, table tennis, darts and drinking water. Canoe and mountain bike hire are available. We have an on-site shop with all the essentials. Please note:  Cancellation Policy: 3 days before the arrival Method of Payment upon the arrival: Cash / credit cards Check In: 12.00 noon Check Out: 10.00 am Breakfast is not included.  Taxes are included.  Late check out will result in being charged for that day. Check-in/out time vary for different accommodations types, please ask for details. 24 hour on-site security. Reception open 8.30am - 8pm daily.  Gates locked for vehicle between midnight and 6am.;Please note:  Cancellation Policy: 3 days before the arrival Method of Payment upon the arrival: Cash / credit cards  Check In: 12.00 noon Check Out: 10.00 am  Breakfast is not included.  Taxes are included.   Late check out will result in being charged for that day. Check-in/out time vary for different accommodations types, please ask for details. 24 hour on-site security. Reception open 8.30am - 8pm daily.  Gates locked for vehicle between midnight and 6am.;["24 Hour Security", "Airport Transfers", "Bar", "BBQ", "Breakfast Not Included", "Ceiling Fan", "Currency Exchange", "Free Parking", "Free WiFi", "Games Room", "Hot Showers", "Linen Included", "Luggage Storage", "Meals available", "Mini-Supermarket", "Outdoor Terrace", "Parking", "Restaurant", "Towels Included", "Child Friendly", "Credit Cards Not Accepted", "No Curfew", "Non Smoking", "Pet Friendly", "Taxes Included"]
Otedis Shkoder Viola;http://www.hostelworld.com/hosteldetails.php/Otedis-Shkoder-Viola/Shkoder/83669;["L:Perlat Rexhepi RR:Murgeshave N.28", "Shkoder", "4", "Shkoder", "Albania"];0;0;;Whether you are in Shkoder for business or pleasure you will enjoy the excellent transport here are many places to go during the summer time and in winter time there are a lot of activities. There are tours offered around the town here are a lot of places to see and many activities during all seasons here are a lot of places where to buy things or even have shopping here are a lot of specialties to try laces to see alks toward the lake,cathedral or the castle here are cultural and all kind of traditional food. Please note: Cancellation policy: 72h before arrival. In case of a late cancellation or No Show, you will be charged the first night of your stay. Check in from 10:00 to 23:00. Check out before 12:00. Payment upon arrival by cash, credit cards, debit cards.  Taxes included. Breakfast not included. No curfew. Rooms are available for adults and persons who are over 18 years old.;Please note:  Cancellation policy: 72h before arrival. In case of a late cancellation or No Show, you will be charged the first night of your stay.  Check in from 10:00 to 23:00. Check out before 12:00.  Payment upon arrival by cash, credit cards, debit cards.  Taxes included. Breakfast not included. No curfew.  Rooms are available for adults and persons who are over 18 years old.;["24 Hour Security", "Airport Transfers", "Bicycle Hire", "Bicycle Parking", "Breakfast Not Included", "Cable TV", "Free Parking", "Hairdryers", "Tea/Coffee Making Facilities", "Wheelchair Accessible", "Age Restriction", "Credit Cards Accepted", "No Curfew", "Taxes Included"]
Colosseo - Shkoder;http://www.hostelworld.com/hosteldetails.php/Colosseo-Shkoder/Shkoder/62882;["Kol Idromeno", "Shkoder", "Albania"];0;1;;Rooms and suites at the Colosseo are air-conditioned and feature an LCD TV with satellite channels, a desk and a chair, as well as a minibar and a safe. En-suite bathrooms feature a bidet, a shower and a hairdryer. Some rooms feature a balcony. The hotel lobby provides free Wi-Fi access and parking in front of the hotel is free for all guests. Breakfast is served daily at the hotel restaurant and room service is available. Dry cleaning, laundry and ironing facilities can be requested at the front desk. Shkoder is one of the oldest towns in Albania, as well as an important cultural and economic centre. The legendary castle of Rozafa, known also as Rozafati, can be reached in a short walk. Please note, we have a 21 day Cancellation Policy. A pre-payment is also required. In case of cancellations with lesser notice or no-show, 100% of the cost will be charged. Once you have confirmed your booking the hotel will preauthorize your card for the balance due. In the unlikely event that your card cannot be preauthorized for the remaining amount you will receive an email notifying you of this. You must reply to this notification with valid credit card details within 3 days.  Failure to do so may result in cancellation of your booking.  Please note that your card will be charged the full amount 21 days prior to arrival date and the charge will appear on your card as Travelmed Hotels Group. Check in: 13:00  Check out: 11:00;Please note:  Check in: 13:00  Check out: 11:00  Breakfast is not included Taxes are included;["24 Hour Reception", "Air Conditioning", "Airport Transfers", "Bar", "Breakfast Not Included", "Cable TV", "Currency Exchange", "Direct Dial Telephone", "Elevator", "Fax Service", "Free Internet Access", "Free Parking", "Free WiFi", "Gym", "Indoor Swimming Pool", "Laundry Facilities", "Luggage Storage", "Meeting Room", "Outdoor Terrace", "Restaurant", "Safe Deposit Box", "Wheelchair Accessible", "Child Friendly", "Credit Cards Accepted", "Pet Friendly", "Taxes Included"]
Tradita Geg&Tosk;http://www.hostelworld.com/hosteldetails.php/Tradita-Geg-and-Tosk/Shkoder/69969;["L.N.Mazi Rr.Edit Durham Nr. 4", "Shkoder", "Albania"];0;0;;Tradita Geg & Tosk Hotel and Restaurant, is located in Shkodra city. It is an old traditional house dating 1694, a nice traditional place, surrounded by an ethnography which Mr. Gjon Dukgilaj successfully transformed into a restaurant and hotel. Built with typical elements such as stones and wood, the interior is furnished, decorated with the old authentic objects and traditional costumes from the area. Seasonally the owner transforms the complex into a museum in order for the clients to enjoy the Albanian culture atmosphere. Please note: Cancellation policy: 24h advance notice Late cancellation or noshow – one night charge Payment upon arrival by cash or credit cards Check in from 14.00 until 23.00 Check out before 11.00 - EUR5.00 every extra hour Breakfast included Taxes included;Tradita Geg & Tosk Hotel and Restaurant, is located in Shkodra city. It is an old traditional house dating 1694, a nice traditional place, surrounded by an ethnography which Mr. Gjon Dukgilaj successfully transformed into a restaurant and hotel. Built with typical elements such as stones and wood, the interior is furnished, decorated with the old authentic objects and traditional costumes from the area. Seasonally the owner transforms the complex into a museum in order for the clients to enjoy    Please note: Cancellation policy: 24h advance notice Late cancellation or noshow – one night charge Payment upon arrival by cash or credit cards Check in from 14.00 until 23.00 Check out before 11.00 - EUR5.00 every extra hour Breakfast included Taxes included;["Air Conditioning", "Airport Transfers", "Bicycle Hire", "Breakfast Included", "Cable TV", "Café", "Card Phones", "Currency Exchange", "Free City Maps", "Free Internet Access", "Free Parking", "Free WiFi", "Hairdryers", "Housekeeping", "Internet Access", "Laundry Facilities", "Luggage Storage", "Minibar", "Outdoor Terrace", "Parking", "Postal Service", "Reading Light", "Restaurant", "Tours/Travel Desk", "Child Friendly", "Pet Friendly", "Taxes Included"]
